Province,District,Gender,Age,Disability,Orphan,Poverty Level,School Level,School Type,Enrolled,Grade,Grade Repetition,Transition Status,Dropout Status,Out of School,Distance to School (km),Midday Meal,Internet Access,Hostel Facility
Lumbini,Pyuthan,Female,12,No,No,High,Lower Secondary,Private,Yes,8,No,No,No,No,1.7,No,Yes,Yes
Lumbini,Rolpa,Male,12,No,No,Low,Lower Secondary,Public,Yes,6,No,Yes,No,No,3.2,Yes,No,No
Lumbini,Rupandehi,Female,12,No,Yes,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,1.8,Yes,Yes,No
Karnali,Dailekh,Male,15,No,No,Medium,Upper Secondary,Private,No,9,-,N/A,Yes,Yes,2.7,No,Yes,Yes
Karnali,Dolpa,Male,11,No,No,Low,Lower Secondary,Public,Yes,6,No,Yes,No,No,1.1,Yes,No,No
Karnali,Humla,Male,6,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,4.1,Yes,No,No
Karnali,Jajarkot,Male,14,No,No,Very High,Lower Secondary,Public,Yes,8,No,Yes,No,No,3.5,Yes,No,No
Karnali,Jumla,Male,9,No,No,Very High,Primary,Public,No,2,-,N/A,Yes,No,1.0,Yes,Yes,No
Karnali,Kalikot,Female,18,No,No,Medium,Upper Secondary,Public,Yes,9,No,Yes,No,No,0.4,Yes,No,Yes
Karnali,Mugu,Male,13,No,No,High,Lower Secondary,Private,Yes,8,No,No,No,No,0.9,No,Yes,No
Karnali,Salyan,Male,14,No,No,Medium,Lower Secondary,Public,Yes,6,No,Yes,No,No,4.4,No,Yes,Yes
Karnali,Surkhet,Male,9,No,No,Low,Primary,Public,Yes,3,No,N/A,No,No,3.2,Yes,No,No
Karnali,Western Rukum,Male,6,No,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,2.6,Yes,Yes,No
Sudurpashchim,Achham,Female,15,No,No,Medium,Upper Secondary,Public,No,10,-,N/A,Yes,Yes,4.6,Yes,Yes,No
Sudurpashchim,Baitadi,Male,17,No,No,Medium,Upper Secondary,Public,Yes,12,No,No,No,No,3.8,Yes,No,No
Sudurpashchim,Bajhang,Female,6,No,No,Medium,Primary,Private,Yes,2,No,N/A,No,No,2.1,No,Yes,No
Sudurpashchim,Bajura,Female,13,Yes,No,Medium,Lower Secondary,Public,No,7,-,N/A,Yes,Yes,2.4,Yes,Yes,No
Sudurpashchim,Dadeldhura,Female,11,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,1.0,Yes,Yes,No
Sudurpashchim,Darchula,Male,12,No,No,High,Lower Secondary,Private,Yes,6,No,Yes,No,No,2.6,No,Yes,No
Sudurpashchim,Doti,Female,13,No,No,Low,Lower Secondary,Public,Yes,7,No,Yes,No,No,3.6,No,No,No
Sudurpashchim,Kailali,Male,9,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,5.0,Yes,Yes,No
Sudurpashchim,Kanchanpur,Male,15,No,No,Medium,Upper Secondary,Public,Yes,11,No,No,No,No,3.4,Yes,No,Yes
Province 1,Bhojpur,Female,12,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,0.1,Yes,No,No
Province 1,Dhankuta,Male,13,No,No,Very High,Lower Secondary,Public,Yes,6,No,Yes,No,No,4.5,Yes,No,No
Province 1,Ilam,Female,14,No,Yes,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,3.5,No,Yes,Yes
Province 1,Jhapa,Male,6,No,No,High,Primary,Public,Yes,4,No,N/A,No,No,0.2,Yes,No,Yes
Province 1,Khotang,Male,17,No,No,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,0.2,Yes,No,No
Province 1,Morang,Female,14,No,No,Low,Lower Secondary,Private,Yes,6,No,Yes,No,No,1.3,No,Yes,No
Province 1,Okhaldhunga,Male,6,No,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,3.2,Yes,No,No
Province 1,Panchthar,Female,18,No,No,Medium,Upper Secondary,Public,Yes,12,No,No,No,No,4.8,No,No,No
Province 1,Sankhuwasabha,Female,8,No,No,Medium,Primary,Public,Yes,5,No,N/A,No,No,4.1,Yes,No,No
Province 1,Solukhumbu,Male,8,No,No,Low,Primary,Public,Yes,5,No,N/A,No,No,3.0,Yes,No,No
Province 1,Sunsari,Male,14,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,1.6,Yes,Yes,No
Province 1,Taplejung,Male,12,Yes,No,Very High,Lower Secondary,Public,Yes,6,No,No,No,No,4.3,No,No,Yes
Province 1,Terhathum,Female,16,No,No,Medium,Upper Secondary,Public,Yes,10,No,No,No,No,4.7,Yes,No,No
Province 1,Udayapur,Female,15,Yes,No,Very High,Upper Secondary,Public,Yes,10,No,No,No,No,2.2,No,Yes,No
Madhesh,Bara,Male,12,No,No,High,Lower Secondary,Public,Yes,6,No,No,No,No,2.0,Yes,No,No
Madhesh,Dhanusha,Female,9,No,No,Low,Primary,Private,Yes,5,Yes,N/A,No,No,4.3,No,Yes,No
Madhesh,Mahottari,Female,11,No,No,Medium,Lower Secondary,Private,Yes,8,Yes,No,No,No,1.3,No,Yes,Yes
Madhesh,Parsa,Male,14,No,No,Very High,Lower Secondary,Public,Yes,6,No,No,No,No,2.5,No,Yes,No
Madhesh,Rautahat,Female,14,No,No,Very High,Lower Secondary,Public,Yes,8,No,Yes,No,No,3.1,Yes,No,Yes
Madhesh,Saptari,Male,12,No,No,Very High,Lower Secondary,Public,Yes,7,No,Yes,No,No,0.1,Yes,Yes,No
Madhesh,Sarlahi,Male,8,No,No,Very High,Primary,Public,No,1,-,N/A,Yes,No,4.2,No,No,No
Madhesh,Siraha,Female,17,No,No,Low,Upper Secondary,Public,Yes,9,Yes,Yes,No,No,3.8,Yes,Yes,No
Bagmati,Bhaktapur,Female,13,Yes,No,Very High,Lower Secondary,Public,Yes,7,Yes,Yes,No,No,2.5,Yes,No,Yes
Bagmati,Chitwan,Female,16,No,No,Very High,Upper Secondary,Public,No,12,-,N/A,Yes,Yes,1.2,Yes,Yes,No
Bagmati,Dhading,Female,11,No,No,Very High,Lower Secondary,Public,Yes,8,No,No,No,No,0.2,Yes,No,No
Bagmati,Dolakha,Male,18,No,No,High,Upper Secondary,Private,Yes,10,No,Yes,No,No,3.3,No,Yes,No
Bagmati,Kathmandu,Female,8,No,No,Very High,Primary,Private,Yes,3,No,N/A,No,No,3.4,No,Yes,No
Bagmati,Kavrepalanchok,Female,16,No,No,Low,Upper Secondary,Public,Yes,10,No,Yes,No,No,1.2,Yes,Yes,No
Bagmati,Lalitpur,Male,13,Yes,No,High,Lower Secondary,Private,Yes,8,No,Yes,No,No,4.3,No,Yes,No
Bagmati,Makwanpur,Male,8,No,No,Medium,Primary,Public,Yes,5,No,N/A,No,No,3.7,Yes,Yes,No
Bagmati,Nuwakot,Male,18,No,No,Very High,Upper Secondary,Public,No,10,-,N/A,Yes,No,4.0,Yes,No,No
Bagmati,Ramechhap,Female,11,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.9,Yes,Yes,Yes
Bagmati,Rasuwa,Female,16,No,No,Low,Upper Secondary,Public,Yes,9,No,No,No,No,0.2,Yes,No,No
Bagmati,Sindhuli,Male,8,No,No,Very High,Primary,Public,Yes,5,No,N/A,No,No,4.1,Yes,Yes,No
Bagmati,Sindhupalchok,Male,11,Yes,No,High,Lower Secondary,Private,Yes,7,No,Yes,No,No,0.9,No,Yes,No
Gandaki,Baglung,Male,15,No,No,High,Upper Secondary,Public,Yes,10,No,Yes,No,No,1.5,Yes,Yes,No
Gandaki,Gorkha,Female,11,Yes,No,Low,Lower Secondary,Private,Yes,6,No,Yes,No,No,2.1,No,Yes,No
Gandaki,Kaski,Female,8,No,No,Medium,Primary,Private,Yes,1,No,N/A,No,No,4.5,No,Yes,No
Gandaki,Lamjung,Male,9,No,No,Very High,Primary,Public,Yes,2,No,N/A,No,No,0.9,No,Yes,No
Gandaki,Manang,Female,6,No,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,4.0,Yes,No,Yes
Gandaki,Mustang,Male,10,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,4.7,No,No,No
Gandaki,Myagdi,Female,6,No,No,Very High,Primary,Public,Yes,5,No,N/A,No,No,1.0,No,Yes,No
Gandaki,Nawalpur,Female,17,No,No,Medium,Upper Secondary,Public,Yes,10,Yes,Yes,No,No,4.3,Yes,No,No
Gandaki,Parbat,Female,15,No,No,High,Upper Secondary,Public,Yes,9,No,Yes,No,No,4.9,Yes,No,No
Gandaki,Syangja,Female,11,No,No,Medium,Lower Secondary,Private,Yes,7,No,No,No,No,3.8,No,Yes,No
Gandaki,Tanahun,Female,9,No,No,Very High,Primary,Public,Yes,2,No,N/A,No,No,4.4,Yes,No,No
Lumbini,Arghakhanchi,Female,15,No,No,Medium,Upper Secondary,Public,No,11,-,N/A,Yes,Yes,2.9,Yes,Yes,No
Lumbini,Banke,Male,14,No,Yes,Medium,Lower Secondary,Public,Yes,8,No,Yes,No,No,2.8,No,No,No
Lumbini,Bardiya,Male,6,No,No,Very High,Primary,Public,Yes,4,No,N/A,No,No,4.7,Yes,Yes,No
Lumbini,Dang,Female,17,No,No,High,Upper Secondary,Public,No,11,-,N/A,Yes,Yes,2.9,No,No,No
Lumbini,Eastern Rukum,Male,18,No,No,High,Upper Secondary,Public,Yes,10,No,Yes,No,No,2.2,Yes,No,No
Lumbini,Gulmi,Female,18,No,No,Medium,Upper Secondary,Public,Yes,10,No,Yes,No,No,0.7,No,No,Yes
Lumbini,Kapilvastu,Male,7,No,No,Very High,Primary,Public,Yes,5,Yes,N/A,No,No,3.0,No,Yes,No
Lumbini,Parasi,Male,7,No,No,Medium,Primary,Private,Yes,3,No,N/A,No,No,4.8,No,Yes,No
Lumbini,Palpa,Female,14,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,1.3,Yes,No,No
Lumbini,Pyuthan,Female,16,No,No,High,Upper Secondary,Public,Yes,12,No,Yes,No,No,4.9,Yes,Yes,No
Lumbini,Rolpa,Male,6,No,No,Medium,Primary,Public,Yes,1,No,N/A,No,No,1.8,Yes,Yes,No
Lumbini,Rupandehi,Female,17,No,No,Low,Upper Secondary,Public,Yes,9,No,Yes,No,No,4.4,Yes,Yes,Yes
Karnali,Dailekh,Male,16,No,No,Medium,Upper Secondary,Private,Yes,10,No,Yes,No,No,1.9,No,Yes,No
Karnali,Dolpa,Female,7,No,No,Medium,Primary,Public,Yes,4,No,N/A,No,No,4.8,No,No,Yes
Karnali,Humla,Female,6,No,No,High,Primary,Public,No,3,-,N/A,Yes,No,0.7,Yes,Yes,Yes
Karnali,Jajarkot,Female,13,No,No,High,Lower Secondary,Public,Yes,8,Yes,Yes,No,No,1.1,Yes,No,Yes
Karnali,Jumla,Female,16,No,No,Very High,Upper Secondary,Private,No,9,-,N/A,Yes,Yes,3.9,No,Yes,No
Karnali,Kalikot,Male,16,No,No,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,4.6,Yes,Yes,Yes
Karnali,Mugu,Male,6,No,No,Low,Primary,Public,Yes,4,No,N/A,No,No,4.5,No,No,Yes
Karnali,Salyan,Female,16,No,No,Medium,Upper Secondary,Public,Yes,11,No,No,No,No,3.0,No,Yes,No
Karnali,Surkhet,Female,8,No,No,Medium,Primary,Public,No,3,-,N/A,Yes,No,2.5,Yes,No,No
Karnali,Western Rukum,Male,17,No,No,High,Upper Secondary,Public,Yes,9,No,Yes,No,No,4.8,Yes,No,No
Sudurpashchim,Achham,Female,15,No,No,High,Upper Secondary,Public,Yes,10,No,Yes,No,No,4.2,No,Yes,No
Sudurpashchim,Baitadi,Male,8,No,No,High,Primary,Public,Yes,2,Yes,N/A,No,No,2.9,Yes,Yes,Yes
Sudurpashchim,Bajhang,Male,15,No,No,High,Upper Secondary,Public,Yes,12,No,Yes,No,No,3.5,No,Yes,Yes
Sudurpashchim,Bajura,Male,18,No,No,Low,Upper Secondary,Private,Yes,9,No,No,No,No,1.8,No,Yes,No
Sudurpashchim,Dadeldhura,Female,17,No,No,Very High,Upper Secondary,Private,Yes,11,No,Yes,No,No,2.4,No,Yes,No
Sudurpashchim,Darchula,Female,12,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,0.4,Yes,Yes,Yes
Sudurpashchim,Doti,Male,14,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,4.1,Yes,Yes,No
Sudurpashchim,Kailali,Male,9,No,No,Very High,Primary,Public,Yes,1,No,N/A,No,No,3.4,No,No,No
Sudurpashchim,Kanchanpur,Male,7,No,No,Medium,Primary,Private,Yes,1,Yes,N/A,No,No,0.9,No,Yes,No
Province 1,Bhojpur,Female,6,No,No,High,Primary,Private,No,2,-,N/A,Yes,No,1.1,No,Yes,Yes
Province 1,Dhankuta,Male,12,No,No,Low,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.7,Yes,Yes,No
Province 1,Ilam,Female,16,No,No,Very High,Upper Secondary,Public,Yes,12,No,Yes,No,No,3.0,Yes,No,Yes
Province 1,Jhapa,Female,18,No,No,Medium,Upper Secondary,Private,Yes,10,No,Yes,No,No,2.0,No,Yes,No
Province 1,Khotang,Female,10,No,No,Medium,Primary,Private,Yes,1,No,N/A,No,No,2.3,No,Yes,No
Province 1,Morang,Female,7,No,No,Medium,Primary,Private,Yes,5,No,N/A,No,No,3.6,No,Yes,Yes
Province 1,Okhaldhunga,Female,12,No,No,Very High,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.5,No,Yes,No
Province 1,Panchthar,Male,13,No,Yes,High,Lower Secondary,Public,Yes,7,No,No,No,No,0.9,Yes,Yes,No
Province 1,Sankhuwasabha,Female,11,No,No,Very High,Lower Secondary,Public,Yes,6,No,No,No,No,2.9,Yes,No,No
Province 1,Solukhumbu,Male,12,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,0.5,No,No,No
Province 1,Sunsari,Female,10,No,No,Very High,Primary,Public,Yes,4,No,N/A,No,No,4.1,Yes,No,No
Province 1,Taplejung,Male,17,No,No,High,Upper Secondary,Private,Yes,12,No,Yes,No,No,3.0,No,Yes,No
Province 1,Terhathum,Female,10,No,No,Medium,Primary,Public,No,3,-,N/A,Yes,Yes,4.2,Yes,Yes,No
Province 1,Udayapur,Male,6,No,No,Medium,Primary,Public,Yes,1,No,N/A,No,No,1.5,Yes,No,No
Madhesh,Bara,Male,9,No,No,Very High,Primary,Public,Yes,4,No,N/A,No,No,2.1,Yes,No,Yes
Madhesh,Dhanusha,Female,18,No,No,Very High,Upper Secondary,Public,Yes,10,No,Yes,No,No,2.6,Yes,Yes,No
Madhesh,Mahottari,Female,15,No,No,Very High,Upper Secondary,Public,Yes,12,No,Yes,No,No,0.3,No,No,No
Madhesh,Parsa,Male,16,No,No,Low,Upper Secondary,Public,Yes,11,No,No,No,No,0.2,Yes,No,Yes
Madhesh,Rautahat,Female,18,No,No,Very High,Upper Secondary,Private,Yes,12,No,Yes,No,No,4.8,No,Yes,Yes
Madhesh,Saptari,Male,16,Yes,No,High,Upper Secondary,Public,No,11,-,N/A,Yes,Yes,3.1,Yes,No,No
Madhesh,Sarlahi,Female,13,Yes,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.2,No,Yes,No
Madhesh,Siraha,Female,13,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,0.2,Yes,Yes,No
Bagmati,Bhaktapur,Male,6,No,No,High,Primary,Public,Yes,2,No,N/A,No,No,2.2,Yes,No,No
Bagmati,Chitwan,Male,13,No,No,Low,Lower Secondary,Private,Yes,7,Yes,No,No,No,1.0,No,Yes,No
Bagmati,Dhading,Male,8,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,0.2,No,No,No
Bagmati,Dolakha,Female,13,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.6,Yes,No,Yes
Bagmati,Kathmandu,Male,16,No,No,Low,Upper Secondary,Public,No,11,-,N/A,Yes,Yes,1.3,Yes,No,No
Bagmati,Kavrepalanchok,Female,12,No,No,Medium,Lower Secondary,Public,No,7,-,N/A,Yes,Yes,2.9,Yes,No,No
Bagmati,Lalitpur,Female,13,No,No,Very High,Lower Secondary,Public,No,6,-,N/A,Yes,Yes,0.7,No,Yes,No
Bagmati,Makwanpur,Female,9,Yes,No,Low,Primary,Public,Yes,4,No,N/A,No,No,4.9,Yes,Yes,No
Bagmati,Nuwakot,Female,7,No,No,High,Primary,Public,Yes,5,No,N/A,No,No,3.7,Yes,Yes,Yes
Bagmati,Ramechhap,Female,17,No,No,Medium,Upper Secondary,Public,Yes,11,No,No,No,No,4.9,Yes,No,No
Bagmati,Rasuwa,Male,10,No,No,Medium,Primary,Private,Yes,3,No,N/A,No,No,3.4,No,Yes,Yes
Bagmati,Sindhuli,Male,7,No,No,High,Primary,Private,Yes,1,No,N/A,No,No,4.3,No,Yes,Yes
Bagmati,Sindhupalchok,Male,9,No,No,Low,Primary,Public,Yes,2,No,N/A,No,No,0.5,No,No,No
Gandaki,Baglung,Male,15,No,No,Very High,Upper Secondary,Public,Yes,11,No,No,No,No,2.0,No,Yes,No
Gandaki,Gorkha,Male,13,No,No,High,Lower Secondary,Private,Yes,6,Yes,No,No,No,0.7,No,Yes,Yes
Gandaki,Kaski,Female,8,No,No,Medium,Primary,Public,Yes,5,No,N/A,No,No,0.6,No,No,No
Gandaki,Lamjung,Female,7,No,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,4.8,Yes,Yes,No
Gandaki,Manang,Male,18,Yes,No,Medium,Upper Secondary,Public,Yes,11,Yes,No,No,No,2.5,No,Yes,No
Gandaki,Mustang,Female,14,No,No,Medium,Lower Secondary,Public,No,7,-,N/A,Yes,Yes,0.4,Yes,Yes,No
Gandaki,Myagdi,Female,9,No,No,High,Primary,Public,Yes,3,No,N/A,No,No,0.2,Yes,No,No
Gandaki,Nawalpur,Female,18,No,No,High,Upper Secondary,Public,Yes,11,No,Yes,No,No,4.2,Yes,No,No
Gandaki,Parbat,Female,10,No,No,High,Primary,Public,Yes,2,No,N/A,No,No,4.3,No,No,No
Gandaki,Syangja,Female,9,No,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,0.6,Yes,No,No
Gandaki,Tanahun,Male,12,No,No,Medium,Lower Secondary,Public,Yes,7,No,No,No,No,2.1,Yes,No,No
Lumbini,Arghakhanchi,Female,8,No,No,High,Primary,Private,Yes,5,No,N/A,No,No,4.6,No,Yes,No
Lumbini,Banke,Male,15,No,No,High,Upper Secondary,Public,Yes,12,No,Yes,No,No,2.3,Yes,Yes,No
Lumbini,Bardiya,Female,17,No,No,Very High,Upper Secondary,Public,Yes,11,No,Yes,No,No,2.3,Yes,No,No
Lumbini,Dang,Male,9,No,No,Medium,Primary,Public,Yes,3,Yes,N/A,No,No,2.2,Yes,Yes,No
Lumbini,Eastern Rukum,Male,18,No,No,High,Upper Secondary,Public,Yes,11,No,Yes,No,No,0.3,No,Yes,No
Lumbini,Gulmi,Female,15,No,No,High,Upper Secondary,Public,Yes,9,No,No,No,No,4.3,Yes,No,Yes
Lumbini,Kapilvastu,Female,16,No,No,Very High,Upper Secondary,Public,No,12,-,N/A,Yes,Yes,1.5,No,No,Yes
Lumbini,Parasi,Male,7,No,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,3.4,Yes,Yes,Yes
Lumbini,Palpa,Female,8,No,No,High,Primary,Public,Yes,4,No,N/A,No,No,4.5,Yes,Yes,Yes
Lumbini,Pyuthan,Female,18,No,No,High,Upper Secondary,Public,Yes,9,No,Yes,No,No,3.4,No,Yes,No
Lumbini,Rolpa,Male,10,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,0.9,Yes,Yes,No
Lumbini,Rupandehi,Male,10,No,No,Low,Primary,Private,Yes,1,No,N/A,No,No,4.8,No,Yes,No
Karnali,Dailekh,Female,18,Yes,No,High,Upper Secondary,Public,Yes,11,No,Yes,No,No,2.6,No,Yes,No
Karnali,Dolpa,Female,13,No,No,Low,Lower Secondary,Public,Yes,7,Yes,No,No,No,2.3,Yes,Yes,No
Karnali,Humla,Female,8,No,No,Very High,Primary,Public,No,2,-,N/A,Yes,No,1.1,Yes,Yes,No
Karnali,Jajarkot,Male,7,No,No,High,Primary,Public,Yes,4,No,N/A,No,No,4.4,Yes,Yes,Yes
Karnali,Jumla,Female,6,Yes,No,High,Primary,Private,Yes,5,No,N/A,No,No,4.4,No,Yes,No
Karnali,Kalikot,Male,15,No,No,High,Upper Secondary,Public,Yes,12,No,Yes,No,No,3.7,Yes,No,No
Karnali,Mugu,Female,17,No,No,Medium,Upper Secondary,Public,Yes,12,Yes,No,No,No,2.5,Yes,No,No
Karnali,Salyan,Male,6,No,No,High,Primary,Public,Yes,3,No,N/A,No,No,4.8,No,No,Yes
Karnali,Surkhet,Male,14,No,No,Low,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.3,No,No,No
Karnali,Western Rukum,Female,13,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,4.6,Yes,No,No
Sudurpashchim,Achham,Female,13,No,No,Very High,Lower Secondary,Private,Yes,8,Yes,Yes,No,No,2.2,No,Yes,No
Sudurpashchim,Baitadi,Male,10,No,No,Medium,Primary,Private,Yes,2,Yes,N/A,No,No,4.0,No,Yes,No
Sudurpashchim,Bajhang,Female,14,No,No,Very High,Lower Secondary,Private,Yes,6,No,Yes,No,No,2.8,No,Yes,No
Sudurpashchim,Bajura,Female,7,No,No,Medium,Primary,Public,Yes,5,Yes,N/A,No,No,2.4,Yes,Yes,Yes
Sudurpashchim,Dadeldhura,Female,14,No,No,Medium,Lower Secondary,Public,No,7,-,N/A,Yes,Yes,0.5,Yes,Yes,No
Sudurpashchim,Darchula,Female,15,No,No,High,Upper Secondary,Public,Yes,12,No,Yes,No,No,0.3,Yes,No,No
Sudurpashchim,Doti,Female,16,No,No,Medium,Upper Secondary,Public,Yes,10,No,Yes,No,No,0.6,No,Yes,No
Sudurpashchim,Kailali,Female,13,No,No,Low,Lower Secondary,Public,Yes,7,No,No,No,No,5.0,Yes,Yes,No
Sudurpashchim,Kanchanpur,Male,15,No,No,High,Upper Secondary,Public,Yes,10,Yes,No,No,No,0.8,Yes,No,No
Province 1,Bhojpur,Female,14,No,No,Very High,Lower Secondary,Public,Yes,6,No,Yes,No,No,0.4,No,No,No
Province 1,Dhankuta,Female,13,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,4.2,Yes,No,No
Province 1,Ilam,Male,13,No,No,Medium,Lower Secondary,Public,No,7,-,N/A,Yes,Yes,2.5,No,Yes,No
Province 1,Jhapa,Female,12,Yes,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.9,Yes,Yes,No
Province 1,Khotang,Female,18,No,No,Medium,Upper Secondary,Private,Yes,9,No,Yes,No,No,1.1,No,Yes,No
Province 1,Morang,Male,15,No,No,Very High,Upper Secondary,Public,Yes,12,No,Yes,No,No,2.9,Yes,Yes,No
Province 1,Okhaldhunga,Male,7,Yes,No,High,Primary,Public,No,2,-,N/A,Yes,No,0.2,No,No,No
Province 1,Panchthar,Female,6,No,No,High,Primary,Public,Yes,3,No,N/A,No,No,3.7,Yes,Yes,No
Province 1,Sankhuwasabha,Male,14,Yes,No,High,Lower Secondary,Public,Yes,8,Yes,Yes,No,No,1.7,Yes,Yes,No
Province 1,Solukhumbu,Female,10,No,No,Low,Primary,Private,Yes,2,No,N/A,No,No,4.1,No,Yes,Yes
Province 1,Sunsari,Male,15,No,No,Very High,Upper Secondary,Public,Yes,10,No,Yes,No,No,4.0,No,No,No
Province 1,Taplejung,Female,18,No,No,Medium,Upper Secondary,Public,No,11,-,N/A,Yes,No,1.8,No,Yes,No
Province 1,Terhathum,Female,6,No,No,Very High,Primary,Private,Yes,5,No,N/A,No,No,2.1,No,Yes,Yes
Province 1,Udayapur,Female,18,No,No,Medium,Upper Secondary,Public,Yes,12,No,No,No,No,4.7,Yes,No,No
Madhesh,Bara,Female,12,Yes,No,Medium,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.1,No,No,Yes
Madhesh,Dhanusha,Male,15,No,No,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,0.3,No,No,No
Madhesh,Mahottari,Female,13,No,No,Low,Lower Secondary,Public,Yes,8,No,Yes,No,No,2.0,Yes,Yes,No
Madhesh,Parsa,Female,8,No,No,Medium,Primary,Public,Yes,5,No,N/A,No,No,3.7,Yes,No,No
Madhesh,Rautahat,Female,17,No,No,Very High,Upper Secondary,Public,Yes,12,No,No,No,No,4.2,Yes,No,No
Madhesh,Saptari,Male,7,Yes,Yes,Very High,Primary,Public,Yes,2,No,N/A,No,No,2.6,No,Yes,Yes
Madhesh,Sarlahi,Female,17,No,No,Very High,Upper Secondary,Public,No,12,-,N/A,Yes,Yes,1.4,Yes,No,No
Madhesh,Siraha,Female,9,No,No,High,Primary,Public,Yes,4,No,N/A,No,No,4.6,No,Yes,No
Bagmati,Bhaktapur,Male,12,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.1,No,No,No
Bagmati,Chitwan,Female,8,No,No,Low,Primary,Public,Yes,2,No,N/A,No,No,2.6,Yes,No,No
Bagmati,Dhading,Male,13,No,Yes,Low,Lower Secondary,Public,Yes,6,No,Yes,No,No,1.1,Yes,Yes,Yes
Bagmati,Dolakha,Female,15,No,No,Low,Upper Secondary,Public,Yes,12,No,Yes,No,No,3.9,No,Yes,No
Bagmati,Kathmandu,Female,18,No,No,Low,Upper Secondary,Private,Yes,12,No,Yes,No,No,3.9,No,Yes,No
Bagmati,Kavrepalanchok,Female,13,No,No,Medium,Lower Secondary,Public,Yes,8,No,Yes,No,No,0.3,Yes,No,No
Bagmati,Lalitpur,Female,11,No,No,Medium,Lower Secondary,Public,Yes,7,No,No,No,No,1.0,Yes,No,No
Bagmati,Makwanpur,Male,12,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,4.9,No,No,No
Bagmati,Nuwakot,Male,11,No,No,High,Lower Secondary,Private,Yes,8,No,No,No,No,2.4,No,Yes,No
Bagmati,Ramechhap,Female,14,Yes,No,Low,Lower Secondary,Private,Yes,8,No,Yes,No,No,2.4,No,Yes,No
Bagmati,Rasuwa,Male,11,No,No,Low,Lower Secondary,Private,Yes,7,No,Yes,No,No,1.2,No,Yes,No
Bagmati,Sindhuli,Female,14,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,3.0,Yes,No,Yes
Bagmati,Sindhupalchok,Male,12,No,No,Medium,Lower Secondary,Public,Yes,6,Yes,No,No,No,0.2,Yes,No,Yes
Gandaki,Baglung,Male,18,Yes,No,High,Upper Secondary,Public,Yes,10,No,Yes,No,No,0.7,No,Yes,Yes
Gandaki,Gorkha,Female,13,No,No,Very High,Lower Secondary,Public,Yes,8,Yes,Yes,No,No,0.2,Yes,No,No
Gandaki,Kaski,Female,12,No,No,Medium,Lower Secondary,Public,Yes,7,Yes,Yes,No,No,3.5,Yes,No,No
Gandaki,Lamjung,Male,11,No,No,Low,Lower Secondary,Public,Yes,8,No,Yes,No,No,0.9,No,Yes,No
Gandaki,Manang,Female,8,No,No,Medium,Primary,Private,Yes,1,No,N/A,No,No,4.4,No,Yes,No
Gandaki,Mustang,Male,8,No,No,Very High,Primary,Public,Yes,3,No,N/A,No,No,2.6,Yes,Yes,No
Gandaki,Myagdi,Female,6,No,No,Low,Primary,Private,Yes,3,No,N/A,No,No,2.1,No,Yes,Yes
Gandaki,Nawalpur,Female,18,No,No,Medium,Upper Secondary,Public,Yes,9,No,No,No,No,2.1,Yes,Yes,No
Gandaki,Parbat,Male,13,No,No,High,Lower Secondary,Private,Yes,7,No,Yes,No,No,3.7,No,Yes,No
